rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,forecast_rainfall_1h,forecast_rainfall_3h,forecast_rainfall_6h,forecast_rainfall_12h,temperature,humidity,pressure,wind_speed,elevation,slope,drainage_capacity,impervious_surface,population_density,historical_flood_frequency,flood
0.67,1.81,12.47,18.14,140.24,0.0,5.53,4.3,2.4,31.72,78.69,1008.17,6.34,34.82,2.98,58.39,32.49,10006.03,3.97,0
1.18,19.63,24.23,40.7,47.31,0.0,10.09,11.59,15.84,32.23,66.38,981.84,16.8,18.43,1.83,52.88,65.54,6426.45,2.78,0
2.96,8.81,118.47,132.75,139.41,7.92,6.35,83.23,116.62,26.5,76.34,991.9,17.01,21.23,1.78,90.25,62.84,7582.58,7.69,1
14.37,16.52,20.07,33.57,38.81,11.17,26.89,0.41,31.29,28.01,58.31,990.94,15.01,21.41,2.58,43.54,82.65,1596.58,0.56,0
3.46,13.41,134.36,148.39,188.83,3.06,26.7,163.92,127.61,25.7,73.6,1001.06,5.5,14.48,3.82,56.85,68.78,5468.37,4.27,1
2.63,17.9,56.66,57.34,68.86,1.62,16.69,42.98,47.95,31.53,71.82,1011.8,10.7,32.57,5.47,48.91,89.38,11204.29,7.54,0
0.37,55.39,126.83,219.13,249.77,3.93,52.61,121.56,259.11,29.16,85.31,1008.5,9.54,8.32,1.61,79.12,88.79,12933.28,6.55,1
1.65,15.43,24.2,59.1,212.27,4.96,14.6,30.02,11.95,25.55,87.56,1017.25,26.2,44.43,5.95,61.93,79.97,8103.81,1.36,1
1.16,3.13,6.57,26.81,29.46,0.0,0.0,0.0,58.48,21.11,77.2,996.44,24.68,26.06,4.65,69.22,58.07,6355.64,3.15,0
1.63,3.49,47.51,113.21,153.02,2.42,1.58,44.17,112.55,26.05,100.0,1008.27,0.0,14.8,3.82,89.47,55.84,4933.56,1.39,0
7.44,12.4,17.57,24.73,26.79,8.55,19.53,0.39,30.12,26.23,69.85,1020.28,17.45,1.0,3.66,53.99,41.59,3695.96,3.41,1
2.9,3.55,19.36,254.01,257.35,5.35,0.0,37.56,256.48,20.08,70.88,1012.71,17.67,5.33,1.9,56.78,61.49,6685.32,11.11,0
3.06,76.73,78.7,145.68,178.57,2.71,92.37,61.82,94.89,24.82,90.4,1003.72,2.42,24.18,4.25,69.73,59.43,6748.15,2.33,1
3.06,12.47,18.44,39.64,55.61,3.95,7.06,27.9,61.31,31.08,78.12,1018.36,11.16,23.16,1.97,35.78,39.33,3912.95,3.86,1
18.94,26.08,40.42,44.21,69.15,14.33,22.27,48.77,2.42,27.61,90.05,1006.4,24.05,33.61,3.72,87.64,43.86,7422.22,0.0,0
0.23,0.95,6.53,10.47,425.19,2.05,0.0,0.0,0.0,37.05,76.13,1013.16,16.11,8.77,6.19,37.4,64.56,4670.59,2.35,0
19.62,26.8,31.95,41.22,43.07,17.19,21.09,31.22,0.0,30.75,77.69,1005.13,17.06,21.23,4.62,56.09,29.27,8269.21,1.87,0
2.36,23.53,25.8,30.14,42.47,1.97,18.51,31.21,37.01,26.82,75.6,1011.18,7.24,13.75,0.74,46.19,45.64,6112.92,1.99,0
3.88,9.76,37.73,40.2,60.32,0.0,8.76,25.87,49.85,25.94,74.83,998.75,8.66,27.15,1.87,82.25,40.92,7294.49,0.71,0
0.67,8.21,16.78,55.7,79.28,1.38,0.0,21.6,38.64,27.31,69.19,1001.45,6.76,23.89,4.78,33.76,34.03,9040.75,5.76,1
0.73,4.36,104.81,119.3,133.3,0.2,8.68,111.8,138.36,18.74,68.19,996.13,29.31,13.55,0.3,34.27,71.75,983.82,5.0,1
3.27,5.73,15.33,94.35,115.82,5.38,11.53,22.22,142.03,20.18,93.87,1000.5,0.0,37.98,3.78,57.35,60.46,7704.77,5.47,0
1.33,3.48,38.72,84.51,90.43,5.88,18.95,33.7,61.63,25.48,81.35,1002.97,7.33,2.81,2.94,68.92,31.1,7081.63,6.69,0
2.81,63.49,66.37,71.16,92.27,9.17,75.3,78.4,75.89,31.09,69.89,1005.4,6.58,28.74,5.78,63.09,35.54,2590.35,1.87,0
1.15,7.55,12.05,55.98,62.26,0.0,0.8,41.29,49.06,25.67,77.48,999.62,18.54,38.83,0.2,33.81,19.49,10165.56,0.0,0
6.67,8.8,41.22,54.16,61.49,7.19,15.68,47.28,64.14,31.85,69.9,993.09,18.46,46.65,3.08,51.21,53.77,6004.93,3.61,0
0.26,2.8,18.78,50.23,53.68,0.17,0.91,18.03,37.18,30.38,71.8,999.43,17.71,13.68,4.65,65.84,82.2,9982.26,0.82,0
10.56,27.22,82.64,92.91,94.52,6.07,13.3,49.38,84.78,29.3,92.79,1001.36,13.33,11.8,3.52,43.94,58.88,3208.64,6.96,1
29.58,31.78,32.08,35.08,38.31,17.79,32.94,10.89,25.36,30.95,59.66,1007.91,24.18,25.8,2.44,95.0,65.8,6421.69,1.01,0
0.29,1.43,6.54,16.02,27.02,0.0,0.0,1.32,59.36,34.52,64.83,994.25,17.13,3.76,3.46,67.08,41.76,3064.95,0.0,0
2.57,21.33,22.21,39.64,179.17,0.72,7.79,0.0,56.15,30.88,93.0,1005.17,7.93,1.0,7.48,55.84,50.86,6287.44,4.4,1
5.92,73.38,81.43,85.98,92.51,3.96,91.4,59.5,130.82,36.08,77.57,1008.83,8.39,27.43,5.35,53.32,60.06,4779.14,6.05,0
32.14,36.84,41.27,52.01,78.69,36.61,40.42,33.44,17.84,25.9,100.0,1007.54,20.26,32.14,1.85,49.61,51.75,2238.85,7.52,0
5.02,8.45,9.37,26.21,37.05,2.74,25.9,13.76,0.0,34.87,83.72,1005.64,5.38,23.88,2.96,45.08,24.49,1935.83,10.06,1
2.89,4.97,11.28,62.09,66.33,2.55,0.0,30.69,18.08,24.28,64.25,1011.03,3.41,2.13,0.47,30.57,98.0,4721.3,0.0,0
31.59,36.09,43.59,129.08,136.12,38.2,34.7,59.97,160.73,29.49,91.4,1005.82,0.0,24.57,5.45,60.85,91.71,8298.72,4.23,1
13.12,16.69,24.55,153.62,159.0,12.06,13.24,27.55,170.53,32.29,87.9,1002.41,7.52,3.91,4.82,73.16,41.42,8964.05,0.0,1
9.01,17.38,25.45,26.46,70.01,6.3,21.28,5.3,26.92,25.06,89.08,1014.42,4.97,28.14,2.18,52.51,57.95,200.0,5.82,1
2.48,5.92,15.31,32.61,84.73,1.71,0.0,36.75,22.96,20.69,74.19,1004.65,22.42,9.2,5.23,66.73,70.89,6202.52,2.19,0
5.72,5.98,14.41,15.39,24.37,3.66,0.29,4.06,28.26,31.59,87.7,1015.67,11.04,31.26,1.26,72.19,53.85,5136.32,3.36,0
70.0,74.82,78.89,92.67,177.15,44.29,66.94,70.93,94.46,33.74,80.03,1012.5,15.57,26.4,5.06,36.02,51.82,4593.15,4.47,1
3.17,4.92,6.04,16.81,24.66,1.87,13.18,0.0,32.17,28.75,63.34,1006.17,4.69,8.26,2.02,46.35,98.0,6476.68,7.41,0
4.3,9.51,14.2,18.6,39.32,2.75,13.73,31.81,21.16,31.93,89.38,1004.32,16.17,29.49,2.13,68.1,75.8,2885.19,3.95,0
0.93,40.07,44.02,126.37,134.12,0.11,22.43,61.26,120.59,30.94,78.11,1006.66,21.6,24.87,1.4,73.97,55.85,4886.15,5.57,0
2.23,3.95,147.06,148.88,155.11,2.79,6.57,94.55,157.54,31.91,84.15,1005.71,19.37,14.43,1.67,28.98,67.14,3949.8,7.3,1
2.29,6.67,7.7,11.28,48.47,2.95,13.82,23.41,36.46,28.7,78.43,998.36,10.82,23.47,4.28,56.46,75.74,200.0,0.0,0
1.76,2.82,17.84,33.81,37.19,0.0,1.33,15.8,30.74,30.02,71.97,999.06,7.48,26.07,2.91,48.8,41.99,200.0,7.01,0
3.1,15.04,19.31,28.56,37.71,2.71,2.58,37.94,35.59,30.01,72.07,1004.16,0.0,34.63,5.07,67.02,70.83,2871.49,2.18,1
20.56,24.72,27.05,49.94,108.87,8.78,13.91,0.0,35.66,27.46,71.77,1006.91,11.8,26.94,8.64,28.17,47.78,9075.99,5.13,0
54.19,58.1,203.06,205.5,217.24,63.52,80.26,175.9,188.27,28.22,71.94,990.82,14.54,16.8,2.89,60.34,67.9,394.5,1.46,1
22.27,23.45,23.87,53.46,64.29,14.21,22.38,24.65,51.46,27.66,49.61,1008.33,11.6,41.78,2.54,30.47,54.25,5057.72,7.74,0
4.31,6.47,29.25,71.86,72.26,2.31,12.13,34.18,69.16,27.42,83.21,994.38,19.23,18.48,4.67,52.45,28.24,8802.47,4.04,0
6.89,29.7,32.95,34.85,133.36,6.46,11.58,55.38,15.8,15.53,93.09,1001.57,24.14,39.16,5.06,63.14,68.79,200.0,5.02,1
14.24,33.93,48.98,62.55,103.96,17.13,34.26,23.97,44.78,35.25,97.94,986.55,3.34,32.9,0.77,65.44,58.72,7730.35,6.8,0
6.64,16.75,20.29,24.39,51.98,8.76,30.3,28.82,44.4,33.86,63.14,998.45,25.1,26.09,5.6,48.33,98.0,10101.33,1.34,1
2.57,3.94,15.43,22.54,24.65,0.0,0.97,0.0,26.85,25.63,74.98,1006.91,10.76,6.82,1.59,65.59,58.7,7572.73,1.41,0
53.2,76.85,96.59,123.11,128.57,68.3,105.86,75.62,87.94,17.83,76.69,1002.82,12.4,29.81,1.84,59.07,76.04,5933.05,6.03,1
4.55,11.95,14.07,22.28,25.1,5.98,1.39,15.66,36.5,21.73,71.81,1014.14,20.24,16.18,2.01,49.17,65.66,7885.56,4.87,1
8.27,34.29,91.36,92.33,101.42,11.69,40.32,84.73,84.13,26.99,75.99,994.51,24.61,26.04,5.36,46.63,51.29,6375.56,3.32,1
6.03,8.22,10.89,251.05,301.46,8.21,2.5,17.26,262.35,20.37,93.83,1018.62,3.96,35.26,3.78,44.69,47.81,8343.87,3.74,1
10.45,14.52,27.95,32.3,91.13,5.44,17.43,29.2,48.67,24.73,73.07,999.1,21.37,25.8,4.2,69.94,30.86,7373.96,5.4,0
1.56,26.71,26.83,65.74,124.85,0.0,12.22,5.78,57.29,26.52,75.65,1013.43,12.31,8.43,1.16,31.53,74.51,9548.52,0.0,0
21.82,31.45,39.62,42.85,132.59,15.13,28.38,24.74,46.41,22.29,64.92,1018.4,8.7,32.63,5.85,67.73,54.23,5169.11,2.58,0
2.54,14.08,18.36,37.8,88.65,0.0,17.4,14.53,56.53,22.27,84.61,999.05,2.53,31.73,4.74,71.6,75.48,10120.64,10.26,0
1.48,7.12,10.93,13.69,16.61,4.37,4.57,24.74,26.59,24.65,61.59,1007.64,6.21,22.49,2.39,79.16,57.25,7926.85,0.0,0
1.22,5.83,68.92,321.29,327.13,0.0,5.94,56.95,350.96,30.99,82.62,1009.36,0.39,19.56,3.78,32.54,82.57,11493.8,1.83,1
3.94,19.46,85.17,94.02,145.2,0.91,22.65,77.5,111.6,29.55,89.17,1000.0,18.35,9.57,4.83,48.08,91.33,14024.51,2.81,1
1.22,5.5,13.78,48.68,58.76,1.38,0.0,33.99,104.09,21.49,83.89,1008.95,29.39,22.91,1.9,22.29,73.47,2580.68,0.84,1
25.04,30.37,89.13,106.36,117.48,20.42,19.1,87.03,67.92,16.83,74.89,999.75,2.25,22.46,3.13,74.98,61.87,7401.0,1.56,1
0.86,3.37,23.14,26.06,29.15,0.0,0.81,0.0,36.53,27.13,81.09,1000.0,18.19,26.93,1.27,24.22,50.64,7049.08,2.08,0
16.82,22.14,46.66,53.15,56.07,18.43,11.91,54.22,70.79,19.08,78.56,1005.89,18.97,6.7,3.28,58.72,50.23,8748.12,5.43,0
5.89,10.26,13.81,18.74,28.63,2.11,23.26,40.64,32.43,31.42,57.48,1006.69,8.49,11.72,1.27,47.0,59.02,5068.46,3.78,0
0.07,6.38,8.5,17.96,18.87,3.91,3.18,11.9,4.06,34.57,74.15,1015.42,3.88,15.19,4.01,50.96,58.64,10095.72,3.14,0
3.88,5.05,9.58,66.42,72.29,4.83,8.06,0.0,65.05,35.0,88.1,1000.35,16.2,39.12,2.8,72.7,33.98,2250.08,4.87,0
0.8,8.59,19.79,35.69,38.97,3.24,10.39,30.68,65.86,29.78,64.82,1003.92,8.17,47.04,1.63,59.93,48.94,1658.1,5.01,0
4.09,6.92,7.76,21.2,116.44,5.53,19.52,36.37,16.09,20.36,72.68,978.54,17.03,5.48,2.07,74.96,45.6,12617.58,0.38,0
4.18,6.57,8.0,27.97,68.51,1.84,21.73,23.07,70.01,15.43,77.95,1006.95,4.07,31.21,5.35,54.94,67.15,3660.69,9.3,0
7.61,39.14,40.58,58.54,82.91,7.01,44.32,13.55,98.06,32.88,82.42,1012.93,26.98,19.43,1.18,32.03,39.19,1466.88,3.18,1
16.84,19.21,22.57,38.08,75.86,14.66,10.2,23.18,33.72,21.48,72.73,1005.75,20.63,25.2,4.33,62.91,82.87,10579.53,0.0,0
16.89,18.28,27.41,32.27,37.59,9.85,0.0,37.59,24.71,20.7,84.32,986.96,18.54,29.02,2.94,49.02,58.51,1901.27,6.18,0
1.18,16.54,71.25,98.0,100.13,0.43,22.98,86.27,73.0,29.83,66.71,1002.01,26.4,14.75,1.52,51.64,20.44,200.0,5.84,0
3.57,4.57,7.34,11.57,122.61,8.66,11.9,11.67,45.45,24.87,94.38,995.8,9.3,20.34,4.15,42.92,47.81,2441.33,9.28,0
7.06,16.43,20.48,22.3,32.76,9.89,15.75,0.0,39.47,35.15,100.0,1002.23,11.63,28.81,4.22,77.94,49.64,9134.03,0.18,0
2.19,3.24,47.36,52.31,63.76,4.36,0.0,41.47,27.98,28.64,62.67,986.5,0.92,33.9,3.87,61.25,61.22,5393.3,4.9,0
1.54,4.01,38.84,209.9,230.23,0.0,0.0,18.84,174.96,35.24,74.0,1014.23,12.09,14.25,3.95,48.13,61.67,9337.07,3.45,1
3.63,7.07,15.0,56.01,57.24,2.04,23.51,15.82,59.2,19.56,72.14,1008.12,22.44,13.96,4.49,46.39,31.48,3559.08,3.28,0
10.06,11.79,14.73,19.51,38.14,11.98,14.85,28.52,0.0,36.8,77.35,989.79,3.94,35.21,2.48,46.35,60.3,7048.99,4.15,0
1.24,9.02,10.01,15.42,16.44,0.0,0.0,1.34,20.28,30.05,73.0,1008.37,27.05,27.18,4.57,44.41,35.13,4906.97,5.49,0
5.27,13.73,18.5,29.73,76.77,2.59,27.17,25.32,36.96,39.51,63.61,1003.98,18.45,9.35,6.64,41.59,75.36,4799.94,5.4,0
23.74,27.4,42.58,57.78,60.79,29.79,7.33,41.54,70.15,14.35,69.66,1015.13,8.66,26.94,2.3,36.09,64.67,2376.72,1.24,0
6.4,6.57,7.39,8.53,15.68,8.65,17.82,35.84,31.37,31.4,76.23,992.22,20.9,46.25,3.52,42.47,60.53,8630.23,0.31,0
1.26,3.22,70.31,79.58,84.58,2.24,10.01,82.81,91.33,27.31,67.78,997.05,11.56,1.0,0.4,67.11,72.84,3751.12,3.33,0
2.62,21.65,22.8,24.48,31.95,4.24,18.96,25.35,0.0,21.52,100.0,1016.21,4.36,32.2,5.79,73.36,92.49,2095.21,3.71,0
3.04,50.52,51.49,63.99,83.16,0.0,47.64,54.52,57.48,28.36,56.99,1006.98,17.8,10.0,1.05,57.58,81.57,2156.97,2.92,0
0.25,2.42,3.78,14.82,20.9,0.0,7.6,14.92,19.84,24.75,68.5,995.92,14.7,30.05,2.24,60.93,76.56,5860.28,4.11,0
2.12,20.53,20.88,26.11,27.38,1.01,14.35,38.85,59.51,29.98,94.75,993.75,13.92,4.27,2.93,28.21,66.84,5822.8,8.72,1
5.53,10.7,41.35,47.05,136.27,3.04,29.78,49.91,44.83,32.91,59.64,1018.1,11.71,29.35,7.55,22.75,63.1,2987.66,0.84,0
3.89,8.48,18.26,21.29,63.94,2.7,6.11,6.9,0.0,24.42,95.66,1007.42,17.32,14.66,3.55,36.32,63.09,10125.36,6.96,0
14.73,53.84,84.37,85.32,173.54,14.37,46.79,85.04,86.96,17.68,83.23,1004.24,11.99,26.16,3.38,57.53,73.74,6213.2,0.0,1
1.83,4.02,4.72,40.42,104.2,2.46,18.36,0.0,39.17,22.0,79.32,995.79,19.82,24.39,0.2,36.28,63.75,6914.66,4.33,0
32.04,35.21,38.23,44.77,53.56,27.59,42.13,30.1,60.6,25.84,87.89,1007.54,15.94,30.75,5.52,74.07,38.16,1996.75,6.82,0
2.13,57.45,62.96,64.91,65.55,6.93,50.83,105.72,60.37,26.28,87.68,1009.41,15.23,22.97,2.44,60.36,60.07,3543.5,0.0,0
4.47,7.81,8.79,10.45,16.56,5.42,0.97,15.17,0.0,21.92,84.07,1006.27,10.94,26.79,3.92,34.91,86.03,6925.01,9.54,1
1.68,48.35,53.71,84.92,91.5,3.0,44.37,48.43,48.81,21.56,64.55,1001.59,24.19,11.16,3.59,60.92,54.71,4662.49,3.54,1
0.31,9.76,16.94,58.01,80.9,0.0,6.61,19.05,87.22,30.09,78.86,1014.36,17.69,15.68,3.43,60.94,42.84,9929.52,3.11,0
0.44,5.07,7.59,25.89,81.73,3.02,14.22,0.0,36.72,19.1,89.43,1008.63,9.71,13.0,4.16,43.35,63.24,10931.36,0.24,0
61.26,61.94,76.88,83.23,132.65,51.92,42.77,78.2,103.02,35.24,88.68,1013.98,17.71,26.55,2.5,50.21,35.18,4900.36,5.0,1
0.42,4.55,11.71,27.75,48.84,0.0,18.08,5.89,38.74,28.71,78.4,1001.98,15.04,13.35,1.12,17.71,69.48,5936.33,8.05,0
2.11,2.46,5.26,70.44,133.7,2.63,4.23,13.26,61.63,28.01,59.95,1008.83,13.51,19.82,3.28,64.05,36.07,3938.18,7.14,0
4.29,6.13,8.51,13.04,132.66,5.71,5.49,0.0,28.81,26.95,68.79,1005.37,5.71,14.4,2.19,35.82,76.86,9132.67,6.88,1
0.24,6.12,23.37,42.46,48.38,0.32,2.84,22.51,79.85,20.99,93.85,1014.43,20.63,19.43,1.35,65.63,72.87,6213.36,1.88,0
1.35,12.9,23.39,66.16,213.1,0.26,15.88,18.75,75.85,32.54,93.89,1000.53,25.68,3.08,6.3,24.25,73.8,2620.9,0.34,0
4.28,5.62,11.68,23.67,27.65,4.4,10.74,2.59,15.48,36.76,67.48,1011.38,17.71,18.09,2.08,72.13,47.83,1611.31,4.66,0
8.98,9.9,15.25,26.55,39.71,9.73,12.74,0.0,18.3,20.99,96.34,1003.31,6.62,30.12,0.38,51.95,42.55,5042.72,0.41,0
1.41,8.4,16.33,43.93,55.45,0.84,2.17,38.56,36.77,21.49,84.13,1011.6,9.49,27.33,1.66,40.15,55.55,912.6,0.0,0
5.38,24.99,67.54,68.53,73.31,0.0,22.97,52.07,26.96,20.9,79.48,1006.92,14.35,28.75,2.09,63.48,68.23,5151.15,2.0,0
0.23,8.34,12.99,55.8,78.11,0.0,4.25,14.71,63.86,28.14,63.07,1004.4,5.6,22.15,2.24,46.38,51.57,6381.44,5.41,0
11.34,14.2,18.29,47.46,71.88,3.55,6.44,0.72,3.19,24.35,72.66,1004.66,14.94,29.91,3.87,66.92,67.38,5354.06,5.4,0
1.64,1.96,73.98,77.89,80.04,0.0,0.0,102.11,63.07,30.21,90.02,999.46,19.62,22.65,3.03,65.28,55.65,1078.04,5.33,0
2.23,4.39,26.37,37.37,51.78,0.77,0.0,38.89,30.63,24.32,62.77,995.23,12.06,10.72,5.24,50.46,47.46,3156.64,3.08,0
2.5,11.28,13.75,24.43,81.81,0.18,11.87,33.22,49.12,26.5,48.7,1005.93,20.14,15.84,0.2,51.65,41.31,6612.89,2.13,0
1.37,5.63,11.42,33.73,41.62,2.02,9.48,20.7,17.02,26.94,57.44,998.27,13.45,9.32,4.77,30.58,67.93,6490.63,4.85,0
0.52,1.85,22.91,28.09,59.13,6.86,7.85,23.6,21.61,36.39,75.56,992.51,15.12,31.08,4.24,42.36,69.31,6423.56,5.54,0
70.0,88.94,90.38,111.78,126.11,56.83,71.71,74.77,122.68,27.46,61.32,1005.44,3.51,37.91,3.19,61.77,46.6,6231.74,5.42,0
14.36,15.9,22.15,59.05,85.73,11.4,22.5,49.01,50.5,36.22,83.12,1008.27,5.94,13.13,3.42,78.1,52.68,4637.04,2.91,0
11.64,19.91,36.96,101.8,109.48,10.41,8.61,48.88,78.61,16.85,76.56,997.37,13.3,23.46,1.29,80.04,67.86,7469.18,1.58,0
0.65,2.09,9.42,18.81,81.88,2.57,3.61,0.0,3.86,31.19,78.01,1008.33,6.86,1.0,2.1,64.08,87.17,5166.35,6.72,0
8.79,22.09,29.0,93.91,110.79,1.99,21.97,55.29,91.38,21.96,76.75,1004.06,8.79,21.55,6.75,29.86,59.19,6432.45,7.96,1
4.62,12.53,31.4,39.0,41.29,3.75,10.47,26.71,37.75,25.19,60.33,992.52,1.33,22.91,5.05,80.41,86.67,200.0,2.14,1
1.59,8.51,41.53,46.9,62.2,0.0,0.59,36.37,58.47,30.45,67.24,1004.5,0.0,30.38,3.59,62.79,50.7,7081.12,9.48,0
0.51,3.24,3.98,9.62,230.35,0.0,0.0,6.33,30.1,24.26,58.91,981.24,17.38,4.86,6.07,59.13,60.33,2095.44,3.68,0
0.94,9.17,25.02,52.72,103.65,2.52,31.99,17.71,51.22,27.65,75.06,1000.49,15.17,13.91,2.79,47.23,40.11,5936.37,1.46,0
5.23,6.09,7.7,29.2,41.81,6.04,0.0,40.58,8.71,30.55,89.5,996.17,10.92,8.03,1.83,50.16,41.44,4215.32,5.4,1
0.29,15.43,215.43,242.91,263.04,1.16,18.4,229.31,234.82,35.3,64.39,996.96,7.79,37.02,1.35,57.78,71.91,1055.57,2.25,1
4.47,25.15,37.78,59.19,64.12,5.35,34.01,41.98,50.11,29.34,70.82,996.19,8.61,2.33,1.33,42.5,75.83,11813.16,0.87,0
1.41,4.29,5.97,8.93,53.61,1.16,0.39,28.38,16.76,28.44,63.52,1000.82,10.6,28.32,0.59,42.18,58.65,5452.14,3.7,0
4.18,28.78,104.53,143.1,144.16,13.49,31.05,68.34,187.68,21.96,69.61,1011.97,23.92,34.3,4.12,50.97,77.22,4939.18,4.93,1
11.46,37.45,102.85,106.0,154.46,7.37,30.66,67.18,113.88,36.62,86.52,1003.45,12.6,4.89,4.51,68.2,69.23,6760.54,8.03,1
3.56,12.7,14.66,23.97,43.19,7.59,17.41,24.07,46.22,34.07,92.66,993.97,17.04,36.42,4.63,45.02,51.74,8479.1,6.24,1
1.2,2.81,7.53,26.13,44.22,0.97,1.95,25.78,32.15,31.9,80.67,1009.65,5.42,46.56,4.82,27.2,62.14,8196.62,1.39,1
1.77,7.22,17.74,29.7,35.84,0.0,13.8,0.0,59.34,19.14,86.61,991.04,17.32,32.48,1.83,52.39,61.41,3644.2,5.07,0
1.94,16.97,46.94,91.02,114.67,9.68,28.89,45.73,99.17,22.29,100.0,1000.24,3.73,18.76,1.05,69.05,53.85,1651.25,9.95,0
0.92,2.33,7.01,18.91,42.61,1.1,2.82,15.32,0.0,30.45,61.38,1002.97,17.63,29.15,2.45,61.59,55.34,9202.03,1.87,0
0.07,9.29,19.05,21.66,33.09,0.0,7.82,0.0,0.0,29.09,65.83,1004.93,22.93,43.93,3.71,66.04,46.62,7903.0,4.86,0
8.35,13.62,18.83,286.4,311.01,8.3,6.23,32.31,314.57,27.98,83.12,1007.05,16.17,13.41,3.05,59.0,46.76,3603.42,8.17,1
7.82,16.21,19.57,75.92,206.31,5.18,10.24,21.61,74.46,23.18,73.94,1012.66,10.94,5.91,2.9,51.6,57.79,5007.55,2.32,1
3.71,6.86,10.34,23.89,26.2,5.39,7.19,17.06,20.49,28.06,68.23,998.9,10.48,1.07,6.21,39.68,67.03,4742.39,3.08,0
7.59,16.12,16.97,65.27,67.59,1.18,7.87,15.46,89.0,25.31,74.07,1010.38,7.86,45.35,2.24,32.98,56.32,4694.61,5.0,0
2.76,7.38,9.33,37.8,39.53,8.76,0.0,30.1,63.89,28.82,82.66,1007.17,13.48,12.25,1.3,95.0,69.7,4077.84,4.78,0
4.52,15.84,45.79,50.08,54.89,3.46,4.34,47.62,64.09,26.63,68.88,989.82,10.72,9.74,1.69,44.48,36.93,4350.43,3.44,0
4.44,7.22,18.85,68.92,94.29,6.7,5.71,19.4,68.6,29.47,89.8,1014.4,15.37,1.0,0.2,42.86,35.42,4712.37,7.06,0
25.0,26.28,84.33,101.0,120.3,29.47,12.06,79.08,86.79,27.93,88.48,1005.53,15.12,29.14,5.22,66.22,56.93,5730.78,1.99,1
4.08,15.9,23.11,24.65,40.81,1.56,15.04,36.73,1.99,30.03,66.25,1009.59,6.2,8.36,1.87,60.08,53.43,7026.9,3.89,1
1.44,2.99,8.22,12.6,20.65,0.0,2.7,1.57,24.02,14.21,88.38,1006.48,11.51,19.96,3.86,50.31,80.62,9136.66,0.0,1
0.11,26.65,31.12,36.19,52.34,0.0,24.47,14.4,7.25,28.16,100.0,1003.68,1.68,14.76,2.94,41.56,80.36,8410.82,2.69,0
0.78,2.59,94.28,173.31,180.92,0.0,10.74,77.96,202.74,24.02,74.06,993.22,15.45,17.16,4.16,62.92,66.5,9293.12,5.3,1
3.39,7.63,72.68,83.7,96.53,5.97,1.09,60.97,112.07,34.96,76.04,990.35,16.11,34.52,2.21,42.14,52.76,5268.67,3.84,1
8.26,29.2,30.94,57.01,67.03,8.93,28.15,43.85,78.87,33.67,87.17,1004.31,19.07,37.97,4.34,53.51,46.34,7159.28,0.0,0
5.06,9.67,9.9,21.81,28.4,3.66,11.42,2.34,4.97,27.51,72.35,1019.09,18.96,17.64,2.01,43.73,50.25,5018.89,6.6,0
19.0,33.26,42.09,52.84,55.54,27.78,16.52,16.76,86.5,22.68,88.08,1007.68,25.96,31.32,0.2,44.51,45.59,2942.14,3.52,0
5.87,17.79,52.41,82.58,109.94,1.13,19.37,53.48,128.21,21.62,97.15,1005.53,3.51,20.95,6.43,46.47,73.86,4206.63,9.07,0
0.26,1.42,8.53,22.95,28.98,1.01,0.0,5.5,17.46,30.58,70.65,1006.14,25.12,14.22,0.5,39.46,90.24,7691.15,1.31,0
1.18,7.47,10.59,23.05,23.72,0.0,1.39,4.35,28.4,27.94,81.99,1006.67,13.11,18.22,0.2,47.09,73.16,4378.95,1.37,0
3.09,17.55,27.35,31.38,50.54,6.42,23.64,39.97,28.96,29.09,75.72,1001.84,25.79,2.06,0.2,71.97,60.54,5591.33,10.11,0
7.93,8.85,10.58,26.89,37.11,16.49,7.77,0.0,22.54,22.26,75.87,1003.86,18.27,23.09,5.37,26.93,51.07,200.0,2.2,0
4.63,6.59,18.51,37.63,94.12,1.56,5.31,8.46,51.98,32.9,64.49,1016.31,31.64,33.17,5.78,68.67,52.2,4728.82,6.32,0
0.19,9.76,13.87,20.22,30.69,0.0,0.48,24.86,21.91,26.1,91.24,1006.55,0.0,51.81,4.53,39.58,39.96,7614.77,2.83,0
5.7,12.0,21.1,112.9,115.34,8.62,0.0,10.32,103.43,34.33,76.77,1005.84,11.87,19.81,3.03,35.43,43.37,3822.25,7.42,0
5.86,8.87,10.17,25.11,150.09,2.79,10.81,12.88,31.06,25.27,81.16,1009.9,12.71,27.61,4.21,50.44,68.12,5609.3,5.83,0
7.72,14.33,17.55,23.68,78.18,12.61,23.64,34.63,9.19,31.98,83.21,1005.53,0.0,17.63,3.61,85.93,36.57,8298.88,1.46,0
1.23,4.14,5.07,38.3,53.29,5.03,0.0,13.88,74.61,21.32,62.71,1001.68,17.08,26.12,1.08,58.7,57.24,1625.95,1.7,0
2.6,3.72,7.03,101.46,115.26,0.44,5.23,11.15,108.41,18.29,61.4,1009.48,14.25,19.24,2.23,59.6,98.0,2633.04,8.54,0
1.39,3.82,10.29,32.07,58.98,2.8,15.64,18.67,75.36,27.57,82.0,1003.86,7.54,25.98,5.53,49.05,78.12,5882.49,1.08,0
